"alias","logo","rating","time"
"Tim","animation/logo_158_animation_19.svg","Very Bad","Timestamp(seconds=1617013520, nanoseconds=569000000)"
"Tim","animation/logo_97_animation_6.svg","Okay","Timestamp(seconds=1616962913, nanoseconds=83000000)"
"Rebecca","animation/logo_176_animation_22.svg","Very Bad","Timestamp(seconds=1617014073, nanoseconds=866000000)"
"Jakob","animation/logo_55_animation_16.svg","Okay","Timestamp(seconds=1616950336, nanoseconds=242000000)"
"Tim","animation/logo_40_animation_28.svg","Very Bad","Timestamp(seconds=1616958021, nanoseconds=195000000)"
"Kim","animation/logo_137_animation_45.svg","Bad","Timestamp(seconds=1616957850, nanoseconds=890000000)"
"Niklas","animation/logo_17_animation_10.svg","Bad","Timestamp(seconds=1616958531, nanoseconds=820000000)"
"Jonathan","animation/logo_130_animation_31.svg","Very Bad","Timestamp(seconds=1616966004, nanoseconds=174000000)"
"Tim","animation/logo_93_animation_45.svg","Okay","Timestamp(seconds=1617000421, nanoseconds=235000000)"
"Jonathan","animation/logo_131_animation_33.svg","Very Bad","Timestamp(seconds=1616955996, nanoseconds=109000000)"
"Jakob","animation/logo_81_animation_9.svg","Okay","Timestamp(seconds=1616927541, nanoseconds=792000000)"
"Rebecca","animation/logo_160_animation_44.svg","Bad","Timestamp(seconds=1617027062, nanoseconds=246000000)"
"Sarah","animation/logo_186_animation_17.svg","Good","Timestamp(seconds=1617025838, nanoseconds=212000000)"
"Jakob","animation/logo_99_animation_44.svg","Very Bad","Timestamp(seconds=1616965094, nanoseconds=552000000)"
"Niklas","animation/logo_7_animation_30.svg","Very Bad","Timestamp(seconds=1616959091, nanoseconds=918000000)"
"Jakob","animation/logo_93_animation_10.svg","Okay","Timestamp(seconds=1616962886, nanoseconds=524000000)"
"","animation/logo_76_animation_23.svg","Good","Timestamp(seconds=1617011688, nanoseconds=52000000)"
"Jonathan","animation/logo_64_animation_3.svg","Very Bad","Timestamp(seconds=1616966011, nanoseconds=706000000)"
"Jonathan","animation/logo_139_animation_2.svg","Very Bad","Timestamp(seconds=1616961886, nanoseconds=452000000)"
"TIm","animation/logo_2_animation_8.svg","Okay","Timestamp(seconds=1617016427, nanoseconds=784000000)"
"Jakob","animation/logo_62_animation_37.svg","Okay","Timestamp(seconds=1616927530, nanoseconds=84000000)"
"Tim","animation/logo_133_animation_25.svg","Very Bad","Timestamp(seconds=1616953593, nanoseconds=712000000)"
"Jakob","animation/logo_125_animation_26.svg","Very Bad","Timestamp(seconds=1616950025, nanoseconds=76000000)"
"Jonathan","animation/logo_141_animation_3.svg","Bad","Timestamp(seconds=1616962369, nanoseconds=703000000)"
"Jonathan","animation/logo_44_animation_46.svg","Very Bad","Timestamp(seconds=1616960692, nanoseconds=29000000)"
"Jakob","animation/logo_18_animation_16.svg","Okay","Timestamp(seconds=1616926785, nanoseconds=160000000)"
"Jakob","animation/logo_114_animation_46.svg","Good","Timestamp(seconds=1616927609, nanoseconds=645000000)"
"Jonathan","animation/logo_127_animation_49.svg","Very Bad","Timestamp(seconds=1616960661, nanoseconds=362000000)"
"Kim","animation/logo_96_animation_5.svg","Good","Timestamp(seconds=1616957033, nanoseconds=323000000)"
"Vinoagrarius","animation/logo_54_animation_5.svg","Good","Timestamp(seconds=1616997663, nanoseconds=774000000)"
"Kim","animation/logo_89_animation_18.svg","Bad","Timestamp(seconds=1616957185, nanoseconds=486000000)"
"Jakob","animation/logo_154_animation_41.svg","Okay","Timestamp(seconds=1617094229, nanoseconds=986000000)"
"Sarah","animation/logo_162_animation_32.svg","Bad","Timestamp(seconds=1617024812, nanoseconds=47000000)"
"Jakob","animation/logo_151_animation_8.svg","Okay","Timestamp(seconds=1617013926, nanoseconds=467000000)"
"Jonathan","animation/logo_112_animation_11.svg","Very Bad","Timestamp(seconds=1616966104, nanoseconds=216000000)"
"Jakob","animation/logo_71_animation_18.svg","Okay","Timestamp(seconds=1616926653, nanoseconds=769000000)"
"Sabrina","animation/logo_14_animation_6.svg","Okay","Timestamp(seconds=1616929836, nanoseconds=828000000)"
"Rebecca","animation/logo_167_animation_1.svg","Bad","Timestamp(seconds=1617013958, nanoseconds=664000000)"
"Sarah","animation/logo_68_animation_40.svg","Very Bad","Timestamp(seconds=1616955199, nanoseconds=902000000)"
"Rebecca","animation/logo_191_animation_41.svg","Very Bad","Timestamp(seconds=1617027077, nanoseconds=604000000)"
"Sarah","animation/logo_60_animation_3.svg","Very Good","Timestamp(seconds=1616958837, nanoseconds=709000000)"
"Kim","animation/logo_71_animation_24.svg","Very Bad","Timestamp(seconds=1616956464, nanoseconds=672000000)"
"Kim","animation/logo_66_animation_25.svg","Okay","Timestamp(seconds=1617007446, nanoseconds=560000000)"
"Vinoagrarius","animation/logo_190_animation_5.svg","Good","Timestamp(seconds=1617128613, nanoseconds=268000000)"
"Rebecca","animation/logo_91_animation_13.svg","Bad","Timestamp(seconds=1616972814, nanoseconds=354000000)"
"Rebecca","animation/logo_45_animation_41.svg","Bad","Timestamp(seconds=1616973013, nanoseconds=28000000)"
"Rebecca","animation/logo_161_animation_3.svg","Okay","Timestamp(seconds=1617018379, nanoseconds=590000000)"
"Tim","animation/logo_179_animation_5.svg","Bad","Timestamp(seconds=1617013422, nanoseconds=804000000)"
"Sarah","animation/logo_155_animation_29.svg","Okay","Timestamp(seconds=1617024916, nanoseconds=425000000)"
"Jonathan","animation/logo_136_animation_23.svg","Very Bad","Timestamp(seconds=1616965992, nanoseconds=740000000)"
"Jakob","animation/logo_126_animation_1.svg","Okay","Timestamp(seconds=1616963505, nanoseconds=229000000)"
"Rebecca","animation/logo_143_animation_37.svg","Bad","Timestamp(seconds=1617017819, nanoseconds=646000000)"
"Jonathan","animation/logo_140_animation_38.svg","Okay","Timestamp(seconds=1616960782, nanoseconds=974000000)"
"Sarah","animation/logo_153_animation_31.svg","Bad","Timestamp(seconds=1617026002, nanoseconds=702000000)"
"Tim","animation/logo_79_animation_14.svg","Very Bad","Timestamp(seconds=1616953363, nanoseconds=362000000)"
"Kim","animation/logo_17_animation_42.svg","Okay","Timestamp(seconds=1617007727, nanoseconds=706000000)"
"Jakob","animation/logo_160_animation_16.svg","Okay","Timestamp(seconds=1617020714, nanoseconds=235000000)"
"Tim","animation/logo_130_animation_35.svg","Very Bad","Timestamp(seconds=1617013407, nanoseconds=81000000)"
"Jonathan","animation/logo_110_animation_34.svg","Very Bad","Timestamp(seconds=1616962532, nanoseconds=948000000)"
"Jakob","animation/logo_11_animation_6.svg","Very Bad","Timestamp(seconds=1616962750, nanoseconds=829000000)"
"larissa","animation/logo_183_animation_24.svg","Bad","Timestamp(seconds=1617193847, nanoseconds=877000000)"
"Tim","animation/logo_77_animation_13.svg","Very Bad","Timestamp(seconds=1616954486, nanoseconds=146000000)"
"Tim","animation/logo_8_animation_31.svg","Bad","Timestamp(seconds=1617007616, nanoseconds=178000000)"
"Kim","animation/logo_139_animation_3.svg","Okay","Timestamp(seconds=1616955744, nanoseconds=672000000)"
"Jonathan","animation/logo_29_animation_11.svg","Very Bad","Timestamp(seconds=1616961859, nanoseconds=837000000)"
"Rebecca","animation/logo_191_animation_34.svg","Very Bad","Timestamp(seconds=1617014055, nanoseconds=529000000)"
"Jakob","animation/logo_59_animation_47.svg","Okay","Timestamp(seconds=1616949819, nanoseconds=222000000)"
"Kathi","animation/logo_157_animation_48.svg","Okay","Timestamp(seconds=1617128812, nanoseconds=606000000)"
"Jakob","animation/logo_137_animation_14.svg","Very Bad","Timestamp(seconds=1616951049, nanoseconds=836000000)"
"Tim","animation/logo_163_animation_36.svg","Bad","Timestamp(seconds=1617013299, nanoseconds=127000000)"
"Phillip","animation/logo_62_animation_17.svg","Bad","Timestamp(seconds=1616958752, nanoseconds=92000000)"
"Tim","animation/logo_109_animation_17.svg","Bad","Timestamp(seconds=1617005711, nanoseconds=586000000)"
"Jakob","animation/logo_184_animation_25.svg","Okay","Timestamp(seconds=1617050368, nanoseconds=556000000)"
"Kim","animation/logo_125_animation_48.svg","Okay","Timestamp(seconds=1616955961, nanoseconds=335000000)"
"Rebecca","animation/logo_64_animation_47.svg","Okay","Timestamp(seconds=1616972635, nanoseconds=959000000)"
"Vinoagrarius","animation/logo_152_animation_1.svg","Very Bad","Timestamp(seconds=1617128376, nanoseconds=322000000)"
"Sarah","animation/logo_127_animation_19.svg","Okay","Timestamp(seconds=1616955194, nanoseconds=702000000)"
"Tim","animation/logo_140_animation_31.svg","Bad","Timestamp(seconds=1616957238, nanoseconds=511000000)"
"Simon","animation/logo_34_animation_11.svg","Okay","Timestamp(seconds=1617128864, nanoseconds=368000000)"
"Jonathan","animation/logo_77_animation_4.svg","Very Bad","Timestamp(seconds=1616960956, nanoseconds=663000000)"
"Jakob","animation/logo_84_animation_7.svg","Bad","Timestamp(seconds=1616963114, nanoseconds=76000000)"
"Jakob","animation/logo_101_animation_15.svg","Okay","Timestamp(seconds=1616927490, nanoseconds=403000000)"
"Niklas","animation/logo_180_animation_29.svg","Very Good","Timestamp(seconds=1617013757, nanoseconds=615000000)"
"Phillip","animation/logo_51_animation_6.svg","Bad","Timestamp(seconds=1616958822, nanoseconds=972000000)"
"Rebecca","animation/logo_112_animation_14.svg","Okay","Timestamp(seconds=1616971705, nanoseconds=639000000)"
"Niklas","animation/logo_115_animation_25.svg","Okay","Timestamp(seconds=1616926106, nanoseconds=478000000)"
"Jonathan","animation/logo_8_animation_36.svg","Bad","Timestamp(seconds=1616956050, nanoseconds=28000000)"
"Jakob","animation/logo_88_animation_10.svg","Okay","Timestamp(seconds=1616962211, nanoseconds=645000000)"
"Jonathan","animation/logo_60_animation_22.svg","Very Bad","Timestamp(seconds=1616960631, nanoseconds=419000000)"
"Tim","animation/logo_160_animation_3.svg","Okay","Timestamp(seconds=1617013328, nanoseconds=587000000)"
"Jakob","animation/logo_166_animation_14.svg","Very Bad","Timestamp(seconds=1617052234, nanoseconds=266000000)"
"Niklas","animation/logo_84_animation_32.svg","Okay","Timestamp(seconds=1616960229, nanoseconds=910000000)"
"Tim","animation/logo_175_animation_42.svg","Very Bad","Timestamp(seconds=1617013548, nanoseconds=344000000)"
"Jakob","animation/logo_29_animation_24.svg","Bad","Timestamp(seconds=1616959805, nanoseconds=614000000)"
"Jonathan","animation/logo_73_animation_34.svg","Good","Timestamp(seconds=1616961197, nanoseconds=426000000)"
"Jakob","animation/logo_150_animation_35.svg","Okay","Timestamp(seconds=1617050854, nanoseconds=924000000)"
"Jonathan","animation/logo_124_animation_44.svg","Very Bad","Timestamp(seconds=1616962506, nanoseconds=72000000)"
"","animation/logo_30_animation_3.svg","Bad","Timestamp(seconds=1616954878, nanoseconds=310000000)"
"Jakob","animation/logo_188_animation_46.svg","Very Bad","Timestamp(seconds=1617094349, nanoseconds=618000000)"
"Jakob","animation/logo_60_animation_2.svg","Bad","Timestamp(seconds=1616949847, nanoseconds=497000000)"
"Kim","animation/logo_78_animation_4.svg","Very Bad","Timestamp(seconds=1616956637, nanoseconds=216000000)"
"Jakob","animation/logo_154_animation_38.svg","Okay","Timestamp(seconds=1617193958, nanoseconds=261000000)"
"Niklas","animation/logo_58_animation_44.svg","Very Good","Timestamp(seconds=1616958718, nanoseconds=575000000)"
"Rebecca","animation/logo_177_animation_1.svg","Bad","Timestamp(seconds=1617012560, nanoseconds=999000000)"
"Rebecca","animation/logo_81_animation_7.svg","Okay","Timestamp(seconds=1616973521, nanoseconds=210000000)"
"Rebecca","animation/logo_124_animation_28.svg","Good","Timestamp(seconds=1616972052, nanoseconds=75000000)"
"Kim","animation/logo_116_animation_44.svg","Okay","Timestamp(seconds=1616954424, nanoseconds=225000000)"
"Jakob","animation/logo_119_animation_7.svg","Good","Timestamp(seconds=1616926545, nanoseconds=791000000)"
"Niklas","animation/logo_27_animation_49.svg","Very Good","Timestamp(seconds=1616959214, nanoseconds=105000000)"
"Kim","animation/logo_87_animation_20.svg","Okay","Timestamp(seconds=1616956133, nanoseconds=745000000)"
"Jakob","animation/logo_45_animation_28.svg","Okay","Timestamp(seconds=1616927696, nanoseconds=996000000)"
"Jakob","animation/logo_80_animation_17.svg","Very Bad","Timestamp(seconds=1616927324, nanoseconds=137000000)"
"Sarah","animation/logo_123_animation_25.svg","Very Bad","Timestamp(seconds=1616963359, nanoseconds=687000000)"
"Niklas","animation/logo_127_animation_18.svg","Okay","Timestamp(seconds=1616958505, nanoseconds=119000000)"
"Sarah","animation/logo_63_animation_21.svg","Good","Timestamp(seconds=1616962786, nanoseconds=601000000)"
"Jakob","animation/logo_19_animation_40.svg","Okay","Timestamp(seconds=1616951407, nanoseconds=982000000)"
"Simon","animation/logo_177_animation_42.svg","Very Bad","Timestamp(seconds=1617128238, nanoseconds=215000000)"
"Jonathan","animation/logo_131_animation_34.svg","Very Bad","Timestamp(seconds=1616961955, nanoseconds=419000000)"
"Jonathan","animation/logo_47_animation_47.svg","Bad","Timestamp(seconds=1616962197, nanoseconds=31000000)"
"Kim","animation/logo_122_animation_19.svg","Very Bad","Timestamp(seconds=1616955822, nanoseconds=802000000)"
"Niklas","animation/logo_108_animation_29.svg","Very Good","Timestamp(seconds=1616958508, nanoseconds=921000000)"
"Jakob","animation/logo_106_animation_26.svg","Bad","Timestamp(seconds=1616950222, nanoseconds=182000000)"
"JAKOB","animation/logo_164_animation_31.svg","Good","Timestamp(seconds=1617017719, nanoseconds=535000000)"
"Tim","animation/logo_49_animation_28.svg","Very Bad","Timestamp(seconds=1616954866, nanoseconds=432000000)"
"Sarah","animation/logo_11_animation_30.svg","Very Bad","Timestamp(seconds=1616957196, nanoseconds=991000000)"
"Jakob","animation/logo_170_animation_41.svg","Good","Timestamp(seconds=1617012707, nanoseconds=360000000)"
"Tim","animation/logo_10_animation_31.svg","Very Bad","Timestamp(seconds=1616957947, nanoseconds=17000000)"
"Tim","animation/logo_49_animation_39.svg","Very Bad","Timestamp(seconds=1617005681, nanoseconds=332000000)"
"Vinoagrarius","animation/logo_88_animation_4.svg","Good","Timestamp(seconds=1616997557, nanoseconds=485000000)"
"Tim","animation/logo_29_animation_21.svg","Okay","Timestamp(seconds=1616956961, nanoseconds=494000000)"
"Jakob","animation/logo_37_animation_12.svg","Okay","Timestamp(seconds=1616965251, nanoseconds=896000000)"
"Sarah","animation/logo_172_animation_47.svg","Okay","Timestamp(seconds=1617025081, nanoseconds=626000000)"
"Tim","animation/logo_118_animation_16.svg","Okay","Timestamp(seconds=1616960973, nanoseconds=502000000)"
"Tim","animation/logo_57_animation_17.svg","Bad","Timestamp(seconds=1616957034, nanoseconds=67000000)"
"Tim","animation/logo_2_animation_41.svg","Okay","Timestamp(seconds=1616952565, nanoseconds=418000000)"
"Niklas","animation/logo_65_animation_36.svg","Very Good","Timestamp(seconds=1616959124, nanoseconds=342000000)"
"Jakob","animation/logo_157_animation_43.svg","Okay","Timestamp(seconds=1617049179, nanoseconds=806000000)"
"Jakob","animation/logo_7_animation_22.svg","Good","Timestamp(seconds=1617014457, nanoseconds=705000000)"
"Simon","animation/logo_177_animation_14.svg","Very Bad","Timestamp(seconds=1617128153, nanoseconds=97000000)"
"Niklas","animation/logo_96_animation_45.svg","Very Good","Timestamp(seconds=1616960225, nanoseconds=340000000)"
"Jonathan","animation/logo_68_animation_42.svg","Okay","Timestamp(seconds=1616965428, nanoseconds=657000000)"
"Jakob","animation/logo_171_animation_43.svg","Okay","Timestamp(seconds=1617049041, nanoseconds=228000000)"
"Jakob","animation/logo_66_animation_33.svg","Good","Timestamp(seconds=1616961860, nanoseconds=742000000)"
"JAKOB","animation/logo_154_animation_20.svg","Bad","Timestamp(seconds=1617017703, nanoseconds=339000000)"
"Phillip","animation/logo_100_animation_9.svg","Bad","Timestamp(seconds=1616958641, nanoseconds=889000000)"
"Niklas","animation/logo_147_animation_45.svg","Very Good","Timestamp(seconds=1617015605, nanoseconds=482000000)"
"Tim","animation/logo_54_animation_45.svg","Very Bad","Timestamp(seconds=1616962712, nanoseconds=64000000)"
"Sarah","animation/logo_1_animation_23.svg","Bad","Timestamp(seconds=1616953562, nanoseconds=792000000)"
"Sarah","animation/logo_142_animation_44.svg","Bad","Timestamp(seconds=1616965506, nanoseconds=58000000)"
"Jonathan","animation/logo_143_animation_8.svg","Good","Timestamp(seconds=1616955860, nanoseconds=401000000)"
"Jakob","animation/logo_80_animation_30.svg","Very Good","Timestamp(seconds=1616927126, nanoseconds=600000000)"
"Sarah","animation/logo_30_animation_43.svg","Good","Timestamp(seconds=1616965477, nanoseconds=213000000)"
"Jakob","animation/logo_180_animation_18.svg","Very Bad","Timestamp(seconds=1617050376, nanoseconds=343000000)"
"Tim","animation/logo_33_animation_7.svg","Okay","Timestamp(seconds=1616965807, nanoseconds=365000000)"
"Jonathan","animation/logo_119_animation_27.svg","Very Bad","Timestamp(seconds=1616962365, nanoseconds=105000000)"
"Jana","animation/logo_9_animation_4.svg","Okay","Timestamp(seconds=1616961645, nanoseconds=179000000)"
"Niklas","animation/logo_30_animation_41.svg","Very Good","Timestamp(seconds=1616960496, nanoseconds=598000000)"
"Jakob","animation/logo_139_animation_41.svg","Very Bad","Timestamp(seconds=1616959623, nanoseconds=992000000)"
